id,tweet,target
1808,I luv the fact how I feel so alone     life sucks ass I love them and I luv how family is supposed to be here 4 you well fuck it  ,1
1809,Well another day almost gone. So crawling back into my hole and hiding now.,1
1810,All I want to do is sleep. My dreams are bizarre  but still an escape from my problems. Is this  anxiety   depression  or both?  tiredoflife,1
1811,Try to understand the blackness  lethargy  hopelessness  and loneliness they  re going through. ,0
1812, GaryClarkJr  seriously best turn out for blues i have ever seen.  amazing,0
1813,how do i get my dad to stop looking at me like something broken that needs fixing  ,1
1814, executivegoth I tried a free Alpha trial to watch  dread and I m sold. Worth the subscription alone. You all are incredible ,0
1815,I m sad depressed again & it s my fault for not changing it.,1
1816,I love watching the bats in the evenings over the vegetable garden.  bliss  happy  urbanfarm,0
1817,Whenever u have a bad day  just remember that there s a bitch stalking you like it s their religion just to see if ur happier than them   ,0
1818,I got150 on McGregor  who wanna bet?  serious,0
1819,Geometric Design 80W Vape Kit  pic.twitter.com qTuOiX6PO9,0
1820,Very apt as I m currently sat in the pharmacy  waiting for my latest batch of drugs     ,1
1821,Never stay silent or let anyone intimidate you into silence.  Lets make the world a better  safer place for kids  wallofsilence,0
1822,It s time like this that the lord is testing me and I just want give up. Just kill me now    ,1
1823,140 wwww.w,0
1824,Would love to stop crying sometime today  on my tenth cry  deep sadness on top of food poisoning do not mix.  miserable,1
1825,You know you re  when a friend wants to come upstairs to say hi and you can t even fathom sitting up much less talking,1
1826,150  2w1,0
1827,Happy  worldfringeday I can t think of a more appropriate year to perform at the  edfringe for the first time with  CultureClashUK ,0
1828,Lord I know this is not of You. Please give me the tools needed to push thru. I refuse to give n2 the spirit of  ,1
1829,I miss my mom. The dreams are too much.,1
1830,OKAY  TAAS NA KAMAY KO  DI KO MARETRIEVE UNG PICTURES FROM LAST NIGHT S ROAD TOUR  KILL ME NOW        ,0
1831,Hey  Apple I hope you guys don t release that  horrendous looking copper color.  Might as well walk around with a pocket full of pennies  ,0
1832,All up in my  feels  today . fuckkkk  pic.twitter.com gNza4Pzn0p,1
1833,The darkness looming around us this NEW time of YEAR  we must strongly send away no longer live in tears.,1
1834,I feel like a mess. God  help me fix myself.                                                                   ,1
1835,Hate seein stories on animal cruelty  why would any1 wanna hurt poor defenceless animals  ≠  StopAnimalCruelty  heartbreaking  worldsgoneMad,1
1836,We rush to care for physical problems but often act like emotional problems are unimportant.,0
1837,This is my  stance   pic.twitter.com YI7vjfXH05,0
1838, morninggloria You always look more  adorable   after trip to Canada.,0
1839,And just like that Texas Christmas Reunion is over  ,0
1840,When you living with someone that is manic depressed  life stops ,0
1841,When I was a little boy  I never dreamed I d end up like this. ,1
1842,What I don t know is how to fight the . Lonely at work  lonely at home. Me  my thoughts and silence. You can build a very awful depression on it  doubt it that one can build a positive and happy person from a shit like that. But one can always try  I ll. Advise welcome,1
1843,137  wwwww,0
1844,Literally going to make 2016 the best of it cause this year was true hell ,0
1845,Because I m happy clap aLong if you feel like happiness is the truth ,0
1846,Insights beyond 50  my team is now 0 1. Oh well  there s always next year.   pic.twitter.com 2lei0mHXQk,0
1847,A few hours till 2017 . If you told me i would still be here 4 years ago i would have never believed you. ,1
1848,I miss my friends and family. ,1
1849,Have realized much of this  is grief over things not being the way want them to be. Social media tears at wounds so hard to heal.,1
1850,Try to keep up with social activities even if you don t feel like it. It ll help with,0
1851,10 48   Would it be considered getting dressed if I put on a bra and jeans? I could remove the robe too . brush my hair?  Mood low  so it was a temporary elevation. I wish I could have enjoyed it.   ,1
1852,Let me ask you a question  n nDid you REALLY just let  worry be your first response? n n blink  breathe  startover  getchafaithup,0
1853,  ?Violent Men   ANOHNI   ,0
1854,Today I m  grateful for n nMy car nMy phone nMy thumbs nGoing on walks n Twitter  n nWhat are you grateful for today?,0
1855,On the way to Harris teeter I see white ducks on the way back I see dead ducks and white feathers everywhere,0
1856,I m welcoming  after my first full calendar year since overcoming . This year I go all the way to realms uncharted.,0
1857,Been feeling pretty shitty all day. I put it down to a busy week but I think it s just been an off day   So I have had a hot shower washed and conditioned my hair put on a boxset still feeling shitty but I m trying  ,1
1858,May have to cut down on the Mexican foods.,0
1859,Dr. Gene offers mental wellbeing to  souls. ,0
1860,Feeling so down on myself . . I have a lot of work ahead of myself but I need to do it ,1
1861,Feeling a lil joyless & miserable now tho ?,1
1862,I literally can t even with the news about Carrie Fisher    ,0
1863,You ever been so  depressed you can t even get it up?,1
1864,I don t know how much longer I can play stupid    heartbroken  stupid  sadness,1
1865,Feeling so UnLucky in life   ,1
1866, wildpawspics  starbeeston Don t miss out today then  They are soooo yummy   ,0
1867,How do u know if your  ?? Asking for a friend,0
1868,Well done to all the year 6 s at  HarlescottJrSch in their leavers concert today you were  amazing  confident  funny  notadryeyeinthehouse  ç,0
1869,With two nurses in the family  dinner conversations consists of sad stories  bodily fluids and everything in between  ,0
1870,RT AnotherAznTart I shared this last year but it still makes me giggle so I ll share it again. ?    ,0
1871,The ravens are up 20 10 over the browns with under 4 mins to go. It isn t looking good for the texans.   ,0
1872,if anyone has any tips to help me worry less then hmu,0
1873,The person who tries to keep everyone happy often end up feeling the loneliest    pic.twitter.com bycoisYJ9A,0
1874,This song on repeat all day    pic.twitter.com b6lMpVGyPz,0
1875,14.www. pic.twitter.com mJzsZjI4AY,0
1876,Another year of me not going to beautycon  seriously worst day of my life ,0
1877,Another big game day for  FootballSask at the Canada Cup. Next up Ontario. Go get them boys  We ll be cheering you on  306Football  Sask,0
1878,nah i jus love carni. the best food  the best music  the best  gr8 vibes with family &amp  friends. pure ,0
1879,How can someone who truly believes that there s absolutely no reason for them being here have the strength to keep living?,1
1880,  1 in 4  businesses are forced out of business because of the ongoing Economic,0
1881,Looks like I m getting super greenied and watching Portlandia,0
1882,My littlest brother is leaving for  tonight. Only like 1 2hours left with him.Happy for him   he is moving.,0
1883,Ppl think it s just so easy to change your whole life  but it s not. Ugh  money ,1
1884,nothing better than going on holiday when the weathers grim at home,0
1885,Using  Key Influencer with prediction of  dataset explained by NOMIS lone parent dataset   pic.twitter.com bkxdfCUsib,0
1886,Just watched    Now  cause we all know  will never be THAT great ,0
1887,What a pain in the ass day. ,0
1888,Looked at a sparrow and thought about God s eye being on it .    shouldnt i find comfort in this?,1
1889, MarcMero Happy Anniversary   Have a great day  ,0
1890,It would be great to have a mother that listens. ,1
1891,I feel like I m the only guy in Chan that doesn t like Hamilton ,0
1892,Weirdly without Monday football night  ,0
1893,i do love shack shake,0
1894,Baywatch movie is so friggin  awesome  funny  delightful,0
1895,I miss you so much   I can t wait for you to be back home   ,0
1896,Do you ever fall asleep before you set your alarm  but then the Lord wakes you up on time anywaysè  WontHeDoIt,0
1897,Christmas and gabe is not with me what is life rn.,0
1898,Heading to PNC today to get the ball going for my MA   goingforit  nervous  excited,0
1899,Made my day. Thankyou very much    . ,0
1900,Stay close to people who feel like sunshine.  This may just be the great secret to a more  joyful life.  WednesdayWisdom,0
1901,Mockingbird started playing a random shake it off playlist.  TweetBot,0
1902,So the  s are over .first time I had to celebrate it by own ,0
1903,Can someone point me in the nearest meme direction? I don t have insta and now idk where to find them,0
1904, executivegoth I tried a free Alpha trial to watch  dread and I m sold. Worth the subscription alone. You all are incredible ,0
1905,I don t know why I m like this but  whenever I see him  I just smile and feel happiness when he s around ,0
1906,Hopelessness is thought to result from a negative appraisal system and interact with suicide schema and lead to suicidal behavior.    pic.twitter.com MwaMxzy59G,0
1907,I really need commission work,0
1908, turabelamedi Wayyyyy wayy wayyyy   ,0
1909,If there is serious conversations regarding institutional racism  black on black crime will be better understood ,0
